"Study_ID","Author_year","Publication_year","Country_firstAuthor","Effect_ID","Species_common","Species_Scientific","Invertebrate_vertebrate","Weight_sample_g","PFAS_type","PFAS_carbon_chain","linear_total","Choice_of_9","Cooking_method","Cooking_Category","Comments_cooking","Temperature_in_Celsius","Length_cooking_time_in_s","Water","Oil","Oil_type","Volume_liquid_ml","Cohort_ID","Cohort_comment","Nc","Pooled_Nc","Unit_PFAS_conc","Mc","Mc_comment","Sc","sd","Sc_technical_biological","Ne","Pooled_Ne","Me","Me_comment","Se","Se_technical_biological","If_technical_how_many","Unit_LOD_LOQ","LOD","LOQ","Design","DataSource","Raw_data_provided","General_comments","checked"
"F011","Taylor_2019",2019,"Australia","E538","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFUnDA",11,"NA","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C141","Contaminated site",4,4,"ng/g",0.1128,"NA",0.0093,"sd","biological",4,4,0.05797,"<LOQ",NA,"NA",1,"ng/g","0.026755217","0.089184057","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E539","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFUnDA",11,"NA","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C142","Clean site",1,1,"ng/g",0.1047,"NA",NA,"sd","biological",1,1,0.05797,"<LOQ",NA,"NA",1,"ng/g","0.026755217","0.089184057","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E540","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFDoDA",12,"NA","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C141","Contaminated site",1,1,"ng/g",0.0802,"<LOQ",NA,"Not available bacause Mc/Me is below LOD/LOQ","NA",1,1,0.12797,"No sd, as N = 1",NA,"NA",1,"ng/g","0.037026547","0.123421824","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E541","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFDoDA",12,"NA","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C142","Clean site",1,1,"ng/g",0.123,"NA",NA,"sd","biological",1,1,0.08022,"<LOQ",NA,"NA",1,"ng/g","0.037026547","0.123421824","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E542","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFHxS",6,"linear","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C141","Contaminated site",6,6,"ng/g",0.5991,"NA",0.2053,"sd","biological",6,6,0.38657,"NA",0.079,"biological",1,"ng/g","0.023508736","0.078362453","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E543","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFHxS",6,"linear","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C142","Clean site",1,1,"ng/g",0.123,"<LOQ",NA,"Not available bacause Mc/Me is below LOD/LOQ","NA",1,1,0.08099,"No sd, as N = 1",NA,"NA",1,"ng/g","0.023508736","0.078362453","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E544","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFOS",8,"linear","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C141","Contaminated site",6,6,"ng/g",5.05,"NA",0.4637,"sd","biological",6,6,5.53333,"NA",0.829,"biological",1,"ng/g","0.023185477","0.077284922","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E545","Blue swimmer crab","Portunus armatus","invertebrate",NA,"PFOS",8,"linear","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C142","Clean site",6,6,"ng/g",0.1917,"NA",0.2129,"sd","biological",6,6,0.19171,"NA",0.236,"biological",1,"ng/g","0.023185477","0.077284922","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E548","Blue swimmer crab","Portunus armatus","invertebrate",NA,"FOSA",8,"NA","No","Boiling","water-based","in saltwater (8.5 g/L)",100,420,"Yes","No","NA",500,"C141","Contaminated site",6,6,"ng/g",0.3112,"NA",0.1413,"sd","biological",6,6,0.32153,"NA",0.099,"biological",1,"ng/g","0.034582913","0.115276378","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E549","School prawn","Metapenaeus macleayi","invertebrate",NA,"PFHpA",7,"NA","Yes","Boiling","water-based","in saltwater (8.5 g/L)",100,240,"Yes","No","NA",500,"C143","Contaminated site",10,1,"ng/g",0.0802,"<LOQ",NA,"Not available bacause Mc/Me is below LOD/LOQ","NA",10,1,0.12797,"NA",NA,"biological",1,"ng/g","0.01867491","0.0622497","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E550","School prawn","Metapenaeus macleayi","invertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","in saltwater (8.5 g/L)",100,240,"Yes","No","NA",500,"C143","Contaminated site",60,6,"ng/g",0.2229,"NA",0.0668,"sd","biological",60,6,0.46897,"NA",0.104,"biological",1,"ng/g","0.014519809","0.048399364","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E551","School prawn","Metapenaeus macleayi","invertebrate",NA,"PFNA",9,"NA","Yes","Boiling","water-based","in saltwater (8.5 g/L)",100,240,"Yes","No","NA",500,"C143","Contaminated site",60,6,"ng/g",0.091,"<LOQ",NA,"Not available bacause Mc/Me is below LOD/LOQ","NA",60,6,0.23309,"NA",0.037,"biological",1,"ng/g","0.036013573","0.120045244","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E552","School prawn","Metapenaeus macleayi","invertebrate",NA,"PFDA",10,"NA","Yes","Boiling","water-based","in saltwater (8.5 g/L)",100,240,"Yes","No","NA",500,"C143","Contaminated site",50,5,"ng/g",0.0854,"<LOQ",NA,"Not available bacause Mc/Me is below LOD/LOQ","NA",50,5,0.18771,"NA",0.053,"biological",1,"ng/g","0.039417906","0.131393021","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E553","School prawn","Metapenaeus macleayi","invertebrate",NA,"PFHxS",6,"linear","Yes","Boiling","water-based","in saltwater (8.5 g/L)",100,240,"Yes","No","NA",500,"C143","Contaminated site",60,6,"ng/g",2.3305,"NA",1.3905,"sd","biological",60,6,6.31619,"NA",1.628,"biological",1,"ng/g","0.023508736","0.078362453","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E554","School prawn","Metapenaeus macleayi","invertebrate",NA,"PFOS",8,"linear","Yes","Boiling","water-based","in saltwater (8.5 g/L)",100,240,"Yes","No","NA",500,"C143","Contaminated site",60,6,"ng/g",7.4167,"NA",2.8414,"sd","biological",60,6,16.1667,"NA",3.869,"biological",1,"ng/g","0.023185477","0.077284922","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F011","Taylor_2019",2019,"Australia","E555","School prawn","Metapenaeus macleayi","invertebrate",NA,"PFOS",8,"linear","Yes","Boiling","water-based","in saltwater (8.5 g/L)",100,240,"Yes","No","NA",500,"C144","Clean site",50,5,"ng/g",0.0562,"NA",0.0133,"sd","biological",50,5,0.118,"NA",0.029,"biological",1,"ng/g","0.023185477","0.077284922","Dependent","Taylor.et.al_2019_AdditionalInofrmation.from.Jenny_2.PFAS_Biota","Yes","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E557","Anchovy","Engraulis encrasicolus","vertebrate",NA,"PFUnDA",11,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C145","NA",30,1,"ng/g",1.5,"NA",0.04,"sd","technical",30,1,1.75,"NA",0.05,"technical",1,"ng/g","0.7","2.11","Shared control","Table 3","No","Authors replied","ML - why ""Se_technical_biological"" is coded as ""sd""? ""If_technical_how_many"" needs a number. Shared control between differend cooking methods"
"F013","Vassiliadou_2015",2015,"Greece","E558","Anchovy","Engraulis encrasicolus","vertebrate",NA,"PFDoDA",12,"NA","No","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C145","NA",30,1,"ng/g",1.86,"NA",0.19,"sd","technical",30,1,2.99,"NA",0.22,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E559","Anchovy","Engraulis encrasicolus","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C145","NA",30,1,"ng/g",3.06,"NA",0.1,"sd","technical",30,1,6.62,"NA",0.14,"technical",1,"ng/g","0.49","1.48","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E560","Bogue","Boops boops","vertebrate",NA,"PFUnDA",11,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C146","NA",30,1,"ng/g",0.24,"NA",0.03,"sd","technical",30,1,0.44,"NA",0.02,"technical",1,"ng/g","0.7","2.11","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E561","Bogue","Boops boops","vertebrate",NA,"PFDoDA",12,"NA","No","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C146","NA",30,1,"ng/g",0.56,"NA",0.08,"sd","technical",30,1,1.12,"NA",0.03,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E562","Bogue","Boops boops","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C146","NA",30,1,"ng/g",0.82,"NA",0.04,"sd","technical",30,1,1.27,"NA",0.06,"technical",1,"ng/g","0.49","1.48","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E563","Hake","Merluccius merluccius","vertebrate",NA,"PFUnDA",11,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C147","NA",10,1,"ng/g",0.42,"NA",0.05,"sd","technical",10,1,0.7,"LOD",NA,"technical",1,"ng/g","0.7","2.11","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E564","Hake","Merluccius merluccius","vertebrate",NA,"PFDoDA",12,"NA","No","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C147","NA",10,1,"ng/g",0.62,"NA",0.08,"sd","technical",10,1,0.1,"<LOD",NA,"NA",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E565","Hake","Merluccius merluccius","vertebrate",NA,"PFBS",4,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C147","NA",10,1,"ng/g",0.45,"NA",0.07,"sd","technical",10,1,0.83,"NA",0.03,"technical",1,"ng/g","0.57","1.7","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E566","Hake","Merluccius merluccius","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C147","NA",10,1,"ng/g",0.84,"NA",0.1,"sd","technical",10,1,1.24,"NA",0.06,"technical",1,"ng/g","0.49","1.48","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E567","Picarel","Spicara smaris","vertebrate",NA,"PFUnDA",11,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C148","NA",30,1,"ng/g",0.7,"NA",0.09,"sd","technical",30,1,1.35,"NA",0.08,"technical",1,"ng/g","0.7","2.11","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E568","Picarel","Spicara smaris","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C148","NA",30,1,"ng/g",20.37,"NA",2.47,"sd","technical",30,1,44.69,"NA",3.93,"technical",1,"ng/g","0.49","1.48","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E569","Sand smelt","Atherina boyeri","vertebrate",NA,"PFUnDA",11,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C149","NA",30,1,"ng/g",0.35,"<LOD",NA,"Not available bacause Mc/Me is below LOD/LOQ","NA",30,1,0.74,"NA",0.09,"technical",1,"ng/g","0.7","2.11","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E570","Sand smelt","Atherina boyeri","vertebrate",NA,"PFDoDA",12,"NA","No","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C149","NA",30,1,"ng/g",1.08,"NA",0.03,"sd","technical",30,1,1.98,"NA",0.04,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E571","Sand smelt","Atherina boyeri","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C149","NA",30,1,"ng/g",1.16,"NA",0.05,"sd","technical",30,1,3.01,"NA",0.13,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E572","Sardine","Sardina pilchardus","vertebrate",NA,"PFDoDA",12,"NA","No","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C150","NA",30,1,"ng/g",0.1,"<LOD",NA,"Not available bacause Mc/Me is below LOD/LOQ","NA",30,1,0.93,"NA",0.03,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E573","Striped mullet","Mullus barbatus","vertebrate",NA,"PFNA",9,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C151","NA",30,1,"ng/g",0.6,"NA",0.03,"sd","technical",30,1,0.57,"NA",0.11,"technical",1,"ng/g","0.42","1.25","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E574","Striped mullet","Mullus barbatus","vertebrate",NA,"PFDA",10,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C151","NA",30,1,"ng/g",0.65,"NA",0.06,"sd","technical",30,1,0.56,"NA",0.07,"technical",1,"ng/g","0.69","2.08","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E575","Striped mullet","Mullus barbatus","vertebrate",NA,"PFUnDA",11,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C151","NA",30,1,"ng/g",1.05,"NA",0.13,"sd","technical",30,1,0.73,"NA",0.2,"technical",1,"ng/g","0.7","2.11","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E576","Striped mullet","Mullus barbatus","vertebrate",NA,"PFDoDA",12,"NA","No","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C151","NA",30,1,"ng/g",0.1,"<LOD",NA,"Not available bacause Mc/Me is below LOD/LOQ","technical",30,1,1.38,"NA",0.07,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E577","Striped mullet","Mullus barbatus","vertebrate",NA,"PFOS",8,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C151","NA",30,1,"ng/g",5.66,"NA",0.15,"sd","technical",30,1,0.1,"<LOD",NA,"NA",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E578","Shrimp","Parapenaeus longirostris","vertebrate",NA,"PFPeA",5,"NA","No","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C152","NA",40,1,"ng/g",4.94,"NA",0.26,"sd","technical",40,1,14.88,"NA",1.61,"technical",1,"ng/g","0.39","1.17","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E579","Shrimp","Parapenaeus longirostris","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C152","NA",40,1,"ng/g",0.3,"<LOD",NA,"Not available bacause Mc/Me is below LOD/LOQ","technical",40,1,0.99,"NA",0.21,"technical",1,"ng/g","0.6","1.82","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E580","Shrimp","Parapenaeus longirostris","vertebrate",NA,"PFNA",9,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C152","NA",40,1,"ng/g",1.27,"NA",0.07,"sd","technical",40,1,1.52,"NA",0.11,"technical",1,"ng/g","0.42","1.25","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E581","Shrimp","Parapenaeus longirostris","vertebrate",NA,"PFDA",10,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C152","NA",40,1,"ng/g",1.73,"NA",0.08,"sd","technical",40,1,1.81,"NA",0.19,"technical",1,"ng/g","0.69","2.08","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E582","Shrimp","Parapenaeus longirostris","vertebrate",NA,"PFUnDA",11,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C152","NA",40,1,"ng/g",2.76,"NA",0.21,"sd","technical",40,1,6.82,"NA",0.22,"technical",1,"ng/g","0.7","2.11","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E583","Shrimp","Parapenaeus longirostris","vertebrate",NA,"PFDoDA",12,"NA","No","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C152","NA",40,1,"ng/g",1.36,"NA",0.09,"sd","technical",40,1,2.31,"NA",0.09,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E584","Shrimp","Parapenaeus longirostris","vertebrate",NA,"PFBS",4,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C152","NA",40,1,"ng/g",1.37,"NA",0.16,"sd","technical",40,1,0.285,"<LOD",NA,"NA",1,"ng/g","0.57","1.7","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E585","Shrimp","Parapenaeus longirostris","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C152","NA",40,1,"ng/g",5.15,"NA",0.39,"sd","technical",40,1,8.02,"NA",0.42,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E586","Squid","Loligo vulgaris","vertebrate",NA,"PFPeA",5,"NA","No","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C153","NA",40,1,"ng/g",0.195,"<LOD",NA,"sd","technical",40,1,5.06,"NA",0.19,"technical",1,"ng/g","0.39","1.17","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E587","Squid","Loligo vulgaris","vertebrate",NA,"PFDA",10,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C153","NA",40,1,"ng/g",0.345,"<LOD",NA,"sd","technical",40,1,0.51,"NA",0.04,"technical",1,"ng/g","0.69","2.08","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E588","Squid","Loligo vulgaris","vertebrate",NA,"PFUnDA",11,"NA","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C153","NA",40,1,"ng/g",0.35,"<LOD",NA,"sd","technical",40,1,1.04,"NA",0.02,"technical",1,"ng/g","0.7","2.11","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E589","Squid","Loligo vulgaris","vertebrate",NA,"PFDoDA",12,"NA","No","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C153","NA",40,1,"ng/g",0.1,"<LOD",NA,"Not available bacause Mc/Me is below LOD/LOQ","NA",40,1,1.65,"NA",0.07,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E590","Squid","Loligo vulgaris","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","NA",170,NA,"No","Yes","olive oil",300,"C153","NA",40,1,"ng/g",0.1,"<LOD",NA,"sd","technical",40,1,1.56,"NA",0.17,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E591","Anchovy","Engraulis encrasicolus","vertebrate",NA,"PFDA",10,"NA","Yes","Grilling","No liquid","NA",180,NA,"No","No","NA",NA,"C154","NA",30,1,"ng/g",0.345,"<LOD",NA,"sd","technical",30,1,0.83,"NA",0.01,"technical",1,"ng/g","0.69","2.08","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E592","Anchovy","Engraulis encrasicolus","vertebrate",NA,"PFUnDA",11,"NA","Yes","Grilling","No liquid","NA",180,NA,"No","No","NA",NA,"C154","NA",30,1,"ng/g",1.5,"NA",0.04,"sd","technical",30,1,2.73,"NA",0.13,"technical",1,"ng/g","0.7","2.11","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E593","Anchovy","Engraulis encrasicolus","vertebrate",NA,"PFDoDA",12,"NA","No","Grilling","No liquid","NA",180,NA,"No","No","NA",NA,"C154","NA",30,1,"ng/g",1.86,"NA",0.19,"sd","technical",30,1,3.52,"NA",0.1,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
"F013","Vassiliadou_2015",2015,"Greece","E594","Anchovy","Engraulis encrasicolus","vertebrate",NA,"PFOS",8,"linear","Yes","Grilling","No liquid","NA",180,NA,"No","No","NA",NA,"C154","NA",30,1,"ng/g",3.06,"NA",0.1,"sd","technical",30,1,6.29,"NA",0.34,"technical",1,"ng/g","0.2","0.59","Shared control","Table 3","No","Authors replied",NA
